Description,App Name,App Link
"MeetingPulse for Zoom is a live audience engagement platform that adds more interactivity to meetings and events on Zoom. Increase engagement by over 300% - along with greater psychological safety, ideation, and productivity. Create meetings and events people actually love to go to. Can't hear the wisdom of your crowds? Give them a way to speak! Uncork your group's unique genius via sophisticated crowdsourcing like high-resolution polling, moderated and up-voteable Q&A, live sentiment analysis, and a full suite of event management features. Reward your group with inclusion of more voices, greater diversity of thought and experience, and proven increases in innovation.No platform has more adaptability to add interactivity to any kind of meeting or event you could have, of any size, in person, online, or both:Conferences and seminars Team huddlesAMAs, All-hands, Town hallsInvestor PresentationsSales Kick-offsGlobal Product LaunchesTeam MeetingsBrainstormingVoting & Governance - with both proxy and ranked choice votingEducation and TrainingMost meeting organizers think their meetings are fine. Studies show participants disagree. MeetingPulse allows you to (1) encourage and track interaction in meetings and (2) get attendees’ feedback on their quality, giving you priceless insights and data so you know when your meetings are a success, and how to improve them. For installation instructions, click on Developer Documentation below.Don't just measure engagement. Create it.",MeetingPulse for Zoom Desktop,No Link Available
"Clinicians, MDT (Multi-Disciplinary Team) meeting coordinators, and attendees can now easily schedule and join Zoom meetings directly from within the InfoMedix Clinivid Meeting app. This provides more flexibility in joining your MDT meeting from more locations by joining via Zoom and contributing to the patient’s multi-disciplinary care planning. With this app, your Administrators can easily deploy and install the Zoom integration for Clinivid to your whole organization with a few simple steps. Once this is done, meeting coordinators authenticate with Zoom using their corporate Zoom account and then schedule meetings and send out the meeting links from within the MDT meeting. This app requires an active subscription and login credentials allowing access to the MDT module with Clinivid.",Clinivid Meetings,No Link Available
"Clinicians, MDT (Multi-Disciplinary Team) meeting coordinators, and attendees can now easily schedule and join Zoom meetings directly from within the InfoMedix Clinivid Meeting app. This provides more flexibility in joining your MDT meeting from more locations by joining via Zoom and contributing to the patient’s multi-disciplinary care planning. With this app, your Administrators can easily deploy and install the Zoom integration for Clinivid to your whole organization with a few simple steps. Once this is done, meeting coordinators authenticate with Zoom using their corporate Zoom account and then schedule meetings and send out the meeting links from within the MDT meeting. This app requires an active subscription and login credentials allowing access to the MDT module with Clinivid.",Clinivid Meeting,No Link Available
"This is the official DropFunnels Calendar app, to be used for integrating your Zoom account to your DropFunnels account to use the DropFunnels Calendar feature.This allows you choose Zoom as your event location, which will generate a custom Zoom meeting link for your appointments.",Calendars,No Link Available
"This is the official DropFunnels Calendar app, to be used for integrating your Zoom account to your DropFunnels account to use the DropFunnels Calendar feature.This allows you choose Zoom as your event location, which will generate a custom Zoom meeting link for your appointments.",DropFunnels Calendars,No Link Available
"Cleary empowers organizations to foster a connected and engaged workplace by simplifying internal communications and enhancing the employee experience. Our core purpose is to streamline organizational workflows, making every interaction meaningful and productive. With the integration of Zoom, Cleary now offers the ability to seamlessly incorporate video recaps within our platform, enabling teams to stay connected and informed through video communications. This integration brings the power of Zoom's video capabilities directly into Cleary's ecosystem, ensuring that whether it's team updates, project recaps, or company-wide announcements, every message is engaging and accessible to all members within the organization.",Cleary,No Link Available
"Cleary empowers organizations to foster a connected and engaged workplace by simplifying internal communications and enhancing the employee experience. Our core purpose is to streamline organizational workflows, making every interaction meaningful and productive. With the integration of Zoom, Cleary now offers the ability to seamlessly incorporate video recaps within our platform, enabling teams to stay connected and informed through video communications. This integration brings the power of Zoom's video capabilities directly into Cleary's ecosystem, ensuring that whether it's team updates, project recaps, or company-wide announcements, every message is engaging and accessible to all members within the organization.",Cleary ,No Link Available
"Macmillan Education's various Learning Management Systems will provide advanced education features and Learning curriculum to both educators and students. With advanced features like digital book, practice activities and assessments with enhanced reporting for educators and pupil \ learners.Domain Managers \ Administrator \ Teachers can easily switch to online teaching With Zoom integration. Just click on messages \ compose messages and create Zoom meeting to send it to students. Students are notified in Macmillan Education applications through messages that they have online session and they can join Zoom meeting from there.For any questions Contact Our Support Teams - https://macmillaneducation.secure.force.com/help/bg_ContactUs?language=en_US&product=01t4H000006R8q0QACLink to email support - in.cs-support@macmillaneducation.comCustomer Support team Monday - Friday8am to 5.30pm UK time, on +44 (0)207 014 6767 *Via web form: We will contact you within 2 business days during our working hoursMonday – Thursday – 7am to 12 midnight UK timeFridays – 7am to 8pm UK time",Macmillan Education Everywhere,No Link Available
"Macmillan Education's various Learning Management Systems will provide advanced education features and Learning curriculum to both educators and students. With advanced features like digital book, practice activities and assessments with enhanced reporting for educators and pupil \ learners.Domain Managers \ Administrator \ Teachers can easily switch to online teaching With Zoom integration. Just click on messages \ compose messages and create Zoom meeting to send it to students. Students are notified in Macmillan Education applications through messages that they have online session and they can join Zoom meeting from there.For any questions Contact Our Support Teams - https://macmillaneducation.secure.force.com/help/bg_ContactUs?language=en_US&product=01t4H000006R8q0QACLink to email support - in.cs-support@macmillaneducation.comCustomer Support team Monday - Friday8am to 5.30pm UK time, on +44 (0)207 014 6767 *Via web form: We will contact you within 2 business days during our working hoursMonday – Thursday – 7am to 12 midnight UK timeFridays – 7am to 8pm UK time",Macmillan Education,No Link Available
"Evolve your contact center from offering audio-only conversations to now include a blend of audio and digital interactions.  

Journey provides a single platform for you to build digital workflows that utilize any smart device capability, from FaceID to front/rear cameras to mobile wallets and more. Expanding the tools available to support a conversation makes sensitive interactions and transactions (ex: payments, health data, PII) faster, easier, and more secure. 

All customer entered data is protected with Journey’s patented Zero Knowledge Network, which effectively removes both Journey, and the contact center, from the flow of data by instead delivering information directly from the caller to the internal or external database that needs to receive/verify it.",Journey Customer Experience,No Link Available
"Evolve your contact center from offering audio-only conversations to now include a blend of audio and digital interactions.  

Journey provides a single platform for you to build digital workflows that utilize any smart device capability, from FaceID to front/rear cameras to mobile wallets and more. Expanding the tools available to support a conversation makes sensitive interactions and transactions (ex: payments, health data, PII) faster, easier, and more secure. 

All customer entered data is protected with Journey’s patented Zero Knowledge Network, which effectively removes both Journey, and the contact center, from the flow of data by instead delivering information directly from the caller to the internal or external database that needs to receive/verify it.",Journey Agent,No Link Available
"Ever felt like the best ideas get lost after a meeting? Now, with Parrot AI you can easily save, share and search the content of your meetings. And if you use Zoom, it’s now even easier!  Invite Parrot AI to your Zoom calls and we will show up to record and transcribe your meeting. 

Afterward, everyone in the meeting gets a copy—without you lifting a finger. Your notes are stored in a collaborative workspace where you can easily pinpoint important moments and securely share them.

The Parrot AI Notetaker will attend your Zoom meetings on your behalf.   It will automatically record, transcribe, and generate summaries, action items,  meeting minutes, and topics discussed.

You don’t even need to go yourself!  Double or Triple booked?  On vacation that week?  Send your Parrot AI Notetaker and you’ll never miss out again!",Parrot AI - Teammate,No Link Available
"Ever felt like the best ideas get lost after a meeting? Now, with Parrot AI you can easily save, share and search the content of your meetings. And if you use Zoom, it’s now even easier!  Invite Parrot AI to your Zoom calls and we will show up to record and transcribe your meeting. 

Afterward, everyone in the meeting gets a copy—without you lifting a finger. Your notes are stored in a collaborative workspace where you can easily pinpoint important moments and securely share them.

The Parrot AI Notetaker will attend your Zoom meetings on your behalf.   It will automatically record, transcribe, and generate summaries, action items,  meeting minutes, and topics discussed.

You don’t even need to go yourself!  Double or Triple booked?  On vacation that week?  Send your Parrot AI Notetaker and you’ll never miss out again!",Parrot AI - Notetaker,No Link Available
"Squadzip is a mobile-first productivity platform for sales, customer management, team management, and collaboration that brings the familiarity and ease of use of social media apps to the workplace.Making customer touchpoints and team communications convenient, Squadzip is the central hub for all interactions whether it be face-to-face meetings, phone calls, and video calls. With Zoom being a part of this move, initiating and logging video calls on Squadzip is now possible!With Zoom Integration, you can do the following on Squadzip:Start or join Zoom Meetings directly from Squadzip.See the details of the Zoom Meeting such as date and time, agenda, and discussion points via Squadzip post.Track who joins or leaves your Zoom Meeting through the Attendance Log.See the duration and summary for your Zoom Meeting after it ends",Squadzip - Zero Rated,No Link Available
"Squadzip is a mobile-first productivity platform for sales, customer management, team management, and collaboration that brings the familiarity and ease of use of social media apps to the workplace.Making customer touchpoints and team communications convenient, Squadzip is the central hub for all interactions whether it be face-to-face meetings, phone calls, and video calls. With Zoom being a part of this move, initiating and logging video calls on Squadzip is now possible!With Zoom Integration, you can do the following on Squadzip:Start or join Zoom Meetings directly from Squadzip.See the details of the Zoom Meeting such as date and time, agenda, and discussion points via Squadzip post.Track who joins or leaves your Zoom Meeting through the Attendance Log.See the duration and summary for your Zoom Meeting after it ends",Squadzip,No Link Available
"Constant is a web platform where anyone can access and participate in live fitness classes. Constant works as a bridge between fitness trainers and anyone in the world who is physically active, or an ‘athlete.’ Fitness trainers are able to create live classes via our platform and train anyone in the world who joins via our platform. The class times are subject to the trainer’s schedule. The trainer’s classes will take place via our third-party application, Zoom, and class policies are up to the trainer. Both trainers and athletes are required to have a stable internet connection and their own equipment (if any) to get the most out of their workout.At Constant, discipline and innovation are encouraged. This is why class rules and fitness disciplines are subject to the trainer.  Anyone with a Constant account and who proves proper certification can list his or her class ranging from any fitness discipline - Pilates, Yoga, Barre, Strength, Conditioning, or any other.",Constant Fit,No Link Available
"Constant is a web platform where anyone can access and participate in live fitness classes. Constant works as a bridge between fitness trainers and anyone in the world who is physically active, or an ‘athlete.’ Fitness trainers are able to create live classes via our platform and train anyone in the world who joins via our platform. The class times are subject to the trainer’s schedule. The trainer’s classes will take place via our third-party application, Zoom, and class policies are up to the trainer. Both trainers and athletes are required to have a stable internet connection and their own equipment (if any) to get the most out of their workout.At Constant, discipline and innovation are encouraged. This is why class rules and fitness disciplines are subject to the trainer.  Anyone with a Constant account and who proves proper certification can list his or her class ranging from any fitness discipline - Pilates, Yoga, Barre, Strength, Conditioning, or any other.",Constant,No Link Available
"barista AI optimizes any sales process by finding out exactly what works and what not, for anything your team does, off and on a client call - streamlined in your Zoom meetingHarness barista AI for Zoom to easily: - Make your playbooks easy to use, accessible and optimized all the time- Monitor your playbooks' adoption and more importantly - conversions- Have agendas and battle cards for every call with every client, and have your gameplan by your side with you on your Zoom meeting as your co-pilotHave your team do only what converts: spread success in your team and never repeat a wrong move again.",barista AI,No Link Available
"barista AI optimizes any sales process by finding out exactly what works and what not, for anything your team does, off and on a client call - streamlined in your Zoom meetingHarness barista AI for Zoom to easily: - Make your playbooks easy to use, accessible and optimized all the time- Monitor your playbooks' adoption and more importantly - conversions- Have agendas and battle cards for every call with every client, and have your gameplan by your side with you on your Zoom meeting as your co-pilotHave your team do only what converts: spread success in your team and never repeat a wrong move again.",barista AI for Zoom,No Link Available
"Book your iinsight® appointments with the Zoom meeting URL and send dial-in and conference call details to your employees. Data Security and Compliance Certifications ISO27001, ISO9001, GDPR, HIPAA, PIPEDA including Two Factor Authentication as standard for all logins. Full access to the Database and associated permissions and features with availability of 99.99% up time and 24×5 Online ticketing Support.We have published the following different Oauth client Apps for different production environments and Zoom accounts.iinsight - UK (https://marketplace.zoom.us/apps/rl5XnWQUT4utX7ORUFTNYw) for United Kingdom production environment.iinsight (https://marketplace.zoom.us/apps/2D916CgsSKSsKa0Zhwlb3Q) for Australia production environment.iinsight - USA (https://marketplace.zoom.us/apps/RP3z0vxMT7CP5YmHVAZdxg) for United States of America production environment.iinsight - CA (https://marketplace.zoom.us/apps/joURDSdnR1KlyFPsASh-VQ) for Canada production environment.",iinsight - UK,No Link Available
"Book your iinsight® appointments with the Zoom meeting URL and send dial-in and conference call details to your employees. Data Security and Compliance Certifications ISO27001, ISO9001, GDPR, HIPAA, PIPEDA including Two Factor Authentication as standard for all logins. Full access to the Database and associated permissions and features with availability of 99.99% up time and 24×5 Online ticketing Support.We have published the following different Oauth client Apps for different production environments and Zoom accounts.iinsight - UK (https://marketplace.zoom.us/apps/rl5XnWQUT4utX7ORUFTNYw) for United Kingdom production environment.iinsight (https://marketplace.zoom.us/apps/2D916CgsSKSsKa0Zhwlb3Q) for Australia production environment.iinsight - USA (https://marketplace.zoom.us/apps/RP3z0vxMT7CP5YmHVAZdxg) for United States of America production environment.iinsight - CA (https://marketplace.zoom.us/apps/joURDSdnR1KlyFPsASh-VQ) for Canada production environment.",iinsight,No Link Available
"Sellular is a sales technology platform that your entire sales team will love. Every sales team member can plan, organize, and execute their end-to-end sales process from one streamlined interface. 
Increase productivity

Free up your reps to spend more time selling.
Less time toggling, automatic data logging, customizable views, and efficient workflows.

Reduce admin time
Reps no longer have to spend additional time updating Salesforceor your CRM. Capture all data as you go. No more need for offgrid work in spreadsheets or note apps. Execute your entire day in Sellular.

Consolidate tools
Your team will love fewer clicks, less toggling, and better functionality.",Sellular,No Link Available
"Sellular is a sales technology platform that your entire sales team will love. Every sales team member can plan, organize, and execute their end-to-end sales process from one streamlined interface. 
Increase productivity

Free up your reps to spend more time selling.
Less time toggling, automatic data logging, customizable views, and efficient workflows.

Reduce admin time
Reps no longer have to spend additional time updating Salesforceor your CRM. Capture all data as you go. No more need for offgrid work in spreadsheets or note apps. Execute your entire day in Sellular.

Consolidate tools
Your team will love fewer clicks, less toggling, and better functionality.",Sellular Meeting SDK,No Link Available
"Tatva Zoom Marketplace app, bridging yoga teachers and students seamlessly! With this innovative platform, yoga instructors can effortlessly connect with Tatva's mobile app, enriching their classes with its myriad benefits.Features:1. Seamless Integration: Our Zoom Marketplace app seamlessly integrates with Tatva's mobile app, offering yoga teachers a comprehensive platform to deliver enriching classes to their students.2. Enhanced Yoga Experience: By leveraging Tatva's features, yoga teachers can augment their classes with personalized routines, guided meditation sessions, and curated wellness content, elevating the overall yoga experience for their students.3. Accessible Learning: Through Zoom's intuitive interface, students can easily join yoga sessions from the comfort of their homes, fostering accessibility and inclusivity in yoga education.4. Interactive Sessions: With Zoom's interactive features like chat, polls, and breakout rooms, yoga teachers can engage with their students effectively, creating a dynamic and immersive learning environment.5. Secure and Reliable: Our Zoom Marketplace app prioritizes security and reliability, ensuring encrypted communication and seamless connectivity for uninterrupted yoga sessions.6. Community Building: By connecting yoga teachers and students from around the world, our platform fosters a vibrant community of wellness enthusiasts, facilitating knowledge sharing and mutual support.7. Monetization Opportunities: Yoga teachers can monetize their classes through the Zoom Marketplace app, offering subscription-based models, one-time purchases, or donation-based options, empowering them to thrive in the digital landscape.Join us in revolutionizing the way yoga is taught and practiced. Embrace the power of technology and wellness with our Zoom Marketplace app, connecting yoga teachers and students in a transformative journey towards holistic well-being.",Tatva UAT,No Link Available
"Tatva Zoom Marketplace app, bridging yoga teachers and students seamlessly! With this innovative platform, yoga instructors can effortlessly connect with Tatva's mobile app, enriching their classes with its myriad benefits.Features:1. Seamless Integration: Our Zoom Marketplace app seamlessly integrates with Tatva's mobile app, offering yoga teachers a comprehensive platform to deliver enriching classes to their students.2. Enhanced Yoga Experience: By leveraging Tatva's features, yoga teachers can augment their classes with personalized routines, guided meditation sessions, and curated wellness content, elevating the overall yoga experience for their students.3. Accessible Learning: Through Zoom's intuitive interface, students can easily join yoga sessions from the comfort of their homes, fostering accessibility and inclusivity in yoga education.4. Interactive Sessions: With Zoom's interactive features like chat, polls, and breakout rooms, yoga teachers can engage with their students effectively, creating a dynamic and immersive learning environment.5. Secure and Reliable: Our Zoom Marketplace app prioritizes security and reliability, ensuring encrypted communication and seamless connectivity for uninterrupted yoga sessions.6. Community Building: By connecting yoga teachers and students from around the world, our platform fosters a vibrant community of wellness enthusiasts, facilitating knowledge sharing and mutual support.7. Monetization Opportunities: Yoga teachers can monetize their classes through the Zoom Marketplace app, offering subscription-based models, one-time purchases, or donation-based options, empowering them to thrive in the digital landscape.Join us in revolutionizing the way yoga is taught and practiced. Embrace the power of technology and wellness with our Zoom Marketplace app, connecting yoga teachers and students in a transformative journey towards holistic well-being.",Tatva,No Link Available
"Acadly with Zoom integration helps professors make their online classes interactive. The video conferencing on Acadly is powered via seamless integration with Zoom, and Acadly helps professors add various interactivity options to the Zoom experience.Richer engagement during online lectures: During Zoom meetings, Acadly helps you share quizzes, polls, word clouds and other kinds of classroom activities.Instant and exportable analytics: Information regarding Zoom meeting attendance and participation can be exported to the university’s LMS via Acadly.Asynchronous engagement: Activities on Acadly stay live even after the Zoom meeting ends. Students can engage with them after the session ends too.Collaboration and reusability: Activities shared during Zoom meetings can be copied to other meetings, and you can collaborate with your course team to create and manage course content.If your university or organization has invested into Zoom, Acadly is the perfect companion for teaching-learning or training applications. If you’re a higher-ed educator or administrator and would like to learn more about Acadly, visit www.acadly.com and reach out to us for a demo.",Acadly,No Link Available
"Acadly with Zoom integration helps professors make their online classes interactive. The video conferencing on Acadly is powered via seamless integration with Zoom, and Acadly helps professors add various interactivity options to the Zoom experience.Richer engagement during online lectures: During Zoom meetings, Acadly helps you share quizzes, polls, word clouds and other kinds of classroom activities.Instant and exportable analytics: Information regarding Zoom meeting attendance and participation can be exported to the university’s LMS via Acadly.Asynchronous engagement: Activities on Acadly stay live even after the Zoom meeting ends. Students can engage with them after the session ends too.Collaboration and reusability: Activities shared during Zoom meetings can be copied to other meetings, and you can collaborate with your course team to create and manage course content.If your university or organization has invested into Zoom, Acadly is the perfect companion for teaching-learning or training applications. If you’re a higher-ed educator or administrator and would like to learn more about Acadly, visit www.acadly.com and reach out to us for a demo.",Acadly Plugin for Zoom,No Link Available
"Get on the fast track to the Zoom Phone system with AudioCodes Live, a full SaaS solution that enables partners to onboard customers to the Zoom Phone system quickly and easily.AudioCodes Live for Zoom is a unified offering of voice connectivity and productivity solutions that deliver enhanced functionality for Zoom Phone deployments. It includes: AudioCodes SBCs that enable bring-your-own-carrier (BYOC) for coexistence with existing UC/UCaaS solutions, contact centers and legacy PBXs.IP phones and meeting room devices that deliver an intuitive meeting experience supporting voice and video collaboration.Full interop of existing and legacy analog devices.All devices support Zoom’s Zero Touch Provisioning (ZTP), so that the deployment and provisioning of AudioCodes IP phones are easy and don’t require registration from the phone itself. AudioCodes solution for ZPLS (Zoom Phone Local Survivability) include ZPLS support and SBC or gateway for PSTN breakout in a single device, making the ZPLS deployment simple and hassle-free.Call recording and analytics solutions that enhance business processes.Network management solutions that empower IT professionals with operational tools. AudioCodes enables the delivery of comprehensive Zoom Phone solutions easily and effectively with per-user-per-month pricing, by leveraging AudioCodes' global partner network and professional services",AudioCodes Live for Zoom Phone,No Link Available
"Get on the fast track to the Zoom Phone system with AudioCodes Live, a full SaaS solution that enables partners to onboard customers to the Zoom Phone system quickly and easily.AudioCodes Live for Zoom is a unified offering of voice connectivity and productivity solutions that deliver enhanced functionality for Zoom Phone deployments. It includes: AudioCodes SBCs that enable bring-your-own-carrier (BYOC) for coexistence with existing UC/UCaaS solutions, contact centers and legacy PBXs.IP phones and meeting room devices that deliver an intuitive meeting experience supporting voice and video collaboration.Full interop of existing and legacy analog devices.All devices support Zoom’s Zero Touch Provisioning (ZTP), so that the deployment and provisioning of AudioCodes IP phones are easy and don’t require registration from the phone itself. AudioCodes solution for ZPLS (Zoom Phone Local Survivability) include ZPLS support and SBC or gateway for PSTN breakout in a single device, making the ZPLS deployment simple and hassle-free.Call recording and analytics solutions that enhance business processes.Network management solutions that empower IT professionals with operational tools. AudioCodes enables the delivery of comprehensive Zoom Phone solutions easily and effectively with per-user-per-month pricing, by leveraging AudioCodes' global partner network and professional services",AudioCodes Live Platform for Zoom Phone,No Link Available
"・Automatically transcribes remarks during a meeting into multiple languages.・A collaborative editing function for meeting minutes.・All appointments can be managed through Google, Microsoft and Zoom.",One Minutes,No Link Available
"・Automatically transcribes remarks during a meeting into multiple languages.・A collaborative editing function for meeting minutes.・All appointments can be managed through Google, Microsoft and Zoom.",OneMinutes,No Link Available
"When you seamlessly integrate your Zoom account with iClosed, conducting video conferences becomes a streamlined and efficient process. By selecting Zoom as the designated event location, iClosed effortlessly generates the necessary video conference details and conveniently stores them within your event. This integration offers the significant advantage of providing your invitees with immediate access to the conference details, ultimately saving valuable time and minimizing the occurrence of meeting no-shows.Upon scheduling an event, the iClosed platform automatically incorporates the Zoom details into confirmation notifications and calendar invitations dispatched to your invitees, ensuring they have all the essential information at their fingertips.The iClosed app for Zoom brings forth a host of compelling features, including:Automated generation of unique Zoom conference details for every scheduled meeting, enhancing security and personalization.Elimination of the cumbersome task of manually inputting or memorizing conferencing details for each individual meeting, enabling a seamless and efficient experience.Real-time updates of meeting details across all platforms, guaranteeing that any changes, rescheduling, or cancellations are promptly reflected and communicated to the attendees.The integration of iClosed with Zoom not only simplifies the process of organizing video conferences but also enhances professionalism and productivity by leveraging advanced automation and integration capabilities.",iClosed,No Link Available
"When you seamlessly integrate your Zoom account with iClosed, conducting video conferences becomes a streamlined and efficient process. By selecting Zoom as the designated event location, iClosed effortlessly generates the necessary video conference details and conveniently stores them within your event. This integration offers the significant advantage of providing your invitees with immediate access to the conference details, ultimately saving valuable time and minimizing the occurrence of meeting no-shows.Upon scheduling an event, the iClosed platform automatically incorporates the Zoom details into confirmation notifications and calendar invitations dispatched to your invitees, ensuring they have all the essential information at their fingertips.The iClosed app for Zoom brings forth a host of compelling features, including:Automated generation of unique Zoom conference details for every scheduled meeting, enhancing security and personalization.Elimination of the cumbersome task of manually inputting or memorizing conferencing details for each individual meeting, enabling a seamless and efficient experience.Real-time updates of meeting details across all platforms, guaranteeing that any changes, rescheduling, or cancellations are promptly reflected and communicated to the attendees.The integration of iClosed with Zoom not only simplifies the process of organizing video conferences but also enhances professionalism and productivity by leveraging advanced automation and integration capabilities.",iClosed-v2,No Link Available
"Quantified is a communication skills assessment & development platform that connects personalized, data-driven feedback to organization-level insights and performance outcomes. The platform uses behavioral science, AI, and world-class instructional design interactions to transform people into inspiring leaders.Until now, Quantified users upload their video recordings via an in-app recorder or by other video capture means. The Quantified Zoom App enables the footage of live Zoom meetings to be captured & analyzed by the Quantified platform. This method of interaction plugs right into users' daily workflow and is a fast and convenient way to use Quantified to improve communication skills.",Quantified for Zoom Meetings,No Link Available
"Quantified is a communication skills assessment & development platform that connects personalized, data-driven feedback to organization-level insights and performance outcomes. The platform uses behavioral science, AI, and world-class instructional design interactions to transform people into inspiring leaders.Until now, Quantified users upload their video recordings via an in-app recorder or by other video capture means. The Quantified Zoom App enables the footage of live Zoom meetings to be captured & analyzed by the Quantified platform. This method of interaction plugs right into users' daily workflow and is a fast and convenient way to use Quantified to improve communication skills.",Quantified.ai,No Link Available
FORA's Zoom bot joins and summarizes your meetings in real time. It also connects your meeting summaries to projects and goals across the company which allows information to circulate more freely. You can also customize the name and image of your bot participant by reaching out to your FORA account representative.Requires a FORA account to use. Visit  https://fora.day to learn more.,Fora OAuth,No Link Available
FORA's Zoom bot joins and summarizes your meetings in real time. It also connects your meeting summaries to projects and goals across the company which allows information to circulate more freely. You can also customize the name and image of your bot participant by reaching out to your FORA account representative.Requires a FORA account to use. Visit  https://fora.day to learn more.,FORA,No Link Available
"Transform your interviews with the power of AI!
Focus on what matters most - the candidate - by letting Kula handle the note-taking for your Zoom interviews. Our AI transcribes, summarizes, and records your interviews, freeing you from distractions and allowing you to build rapport with potential hires.
1. Automatic recording and transcription of audio & video interviews
Eliminate manual intervention with the Kula AI’s automated Zoom recording. It records the interview without requiring additional permissions from the host once authorized.
2. Smart chaptering for easy navigation
Quickly navigate & digest the interview with smart chapters that accurately capture the gist of the interview.  
3. AI-generated summaries featuring highlights, lowlights, and insights.
Provide accurate interview feedback by reviewing past interviews using Kula’s AI-generated summaries. 
4. Automated candidate analysis 
Make data-driven hiring decisions with automated candidate analysis and scoring on communication skills, strengths and culture fit. 
5. On-the-fly AI chatbot to answer your questions instantly
Get the instant answers to your interview or candidate related questions using Kula’s built - in AI chatbot.",AI Interview Notetaker by Kula,No Link Available
"Transform your interviews with the power of AI!
Focus on what matters most - the candidate - by letting Kula handle the note-taking for your Zoom interviews. Our AI transcribes, summarizes, and records your interviews, freeing you from distractions and allowing you to build rapport with potential hires.
1. Automatic recording and transcription of audio & video interviews
Eliminate manual intervention with the Kula AI’s automated Zoom recording. It records the interview without requiring additional permissions from the host once authorized.
2. Smart chaptering for easy navigation
Quickly navigate & digest the interview with smart chapters that accurately capture the gist of the interview.  
3. AI-generated summaries featuring highlights, lowlights, and insights.
Provide accurate interview feedback by reviewing past interviews using Kula’s AI-generated summaries. 
4. Automated candidate analysis 
Make data-driven hiring decisions with automated candidate analysis and scoring on communication skills, strengths and culture fit. 
5. On-the-fly AI chatbot to answer your questions instantly
Get the instant answers to your interview or candidate related questions using Kula’s built - in AI chatbot.",Kula Interview Assistant,No Link Available
"HighlightsDeliver automated guidance for your customers and agents in 100+ languages.Fully customizable and extensible NLU model, now with large language model (LLMs) options using OpenAI.A single consumer and enterprise solution for multiple use cases.Speed to market with innovative generative AI tooling for dialog creation, training, testing and personalization.Fully transparent and explainable AIDeploy on-prem, hybrid or cloud Leveraging the native and flexible capabilities of the Kore.ai XO Platform alongside Zoom, businesses can quickly add self-service, automation and conversational assistance for end customers interacting on voice & digital channels. Whenever a live agent interaction is needed, the interaction and all relevant context can be seamlessly passed to an appropriately skilled agent working in the Zoom contact center desktop.  For agent experience, Kore.ai AgentAssist monitors the customer-agent conversation,identifies intents and sentiment– such as interest in solving a specific problem; buy and upsell opportunities and customer frustration–and performs tasks and provides guidance to improve engagement.   At the start of any conversation on any channel, AgentAssist can look up customer information from CRM and other third-party systems and proactively provide agents with the right context based on customer goals. User’s session history, previous chat history and current sentiment are all part of the context.  AgentAssist can automate backend tasks and queries on behalf of the agent, surface useful information scattered across multiple source documents and suggest responses based on sentiment for more meaningful engagement.  Our customers include the top organizations in the Fortune 2000, including Citibank, Cigna Health, Pfizer, Airbus, AT&T and Coca-Cola. We've achieved over $1 billion in cost reduction for our customers since 2015. 100 million+ customers interact with Kore.ai technology on a regular basis.",Kore.ai Virtual Assistant ,No Link Available
"HighlightsDeliver automated guidance for your customers and agents in 100+ languages.Fully customizable and extensible NLU model, now with large language model (LLMs) options using OpenAI.A single consumer and enterprise solution for multiple use cases.Speed to market with innovative generative AI tooling for dialog creation, training, testing and personalization.Fully transparent and explainable AIDeploy on-prem, hybrid or cloud Leveraging the native and flexible capabilities of the Kore.ai XO Platform alongside Zoom, businesses can quickly add self-service, automation and conversational assistance for end customers interacting on voice & digital channels. Whenever a live agent interaction is needed, the interaction and all relevant context can be seamlessly passed to an appropriately skilled agent working in the Zoom contact center desktop.  For agent experience, Kore.ai AgentAssist monitors the customer-agent conversation,identifies intents and sentiment– such as interest in solving a specific problem; buy and upsell opportunities and customer frustration–and performs tasks and provides guidance to improve engagement.   At the start of any conversation on any channel, AgentAssist can look up customer information from CRM and other third-party systems and proactively provide agents with the right context based on customer goals. User’s session history, previous chat history and current sentiment are all part of the context.  AgentAssist can automate backend tasks and queries on behalf of the agent, surface useful information scattered across multiple source documents and suggest responses based on sentiment for more meaningful engagement.  Our customers include the top organizations in the Fortune 2000, including Citibank, Cigna Health, Pfizer, Airbus, AT&T and Coca-Cola. We've achieved over $1 billion in cost reduction for our customers since 2015. 100 million+ customers interact with Kore.ai technology on a regular basis.",Kore.ai Virtual Assistant,No Link Available
"Ox empowers teams to practice important conversations, have the playbook and a real-time AI coach in Zoom, analyze, summarize, score, and surface learning opportunities after. Ox's groundbreaking generative AI creates skills made up of real-time AI conversation playbooks and multi-modal roleplays, revolutionizing the way teams and coaches approach onboarding, training, and evolving their teams. Ox is also a game-changer for individuals looking to level up their skills on their own. Get in, see the value for yourself, and invite your team when you're ready.",Ox for Zoom Meeting Bot,No Link Available
"Ox empowers teams to practice important conversations, have the playbook and a real-time AI coach in Zoom, analyze, summarize, score, and surface learning opportunities after. Ox's groundbreaking generative AI creates skills made up of real-time AI conversation playbooks and multi-modal roleplays, revolutionizing the way teams and coaches approach onboarding, training, and evolving their teams. Ox is also a game-changer for individuals looking to level up their skills on their own. Get in, see the value for yourself, and invite your team when you're ready.",Ox for Zoom,No Link Available
